"","TRAP","createdBy","Date","Type","AllNotes","Source","DescriptionOfMoundOrLocale","LU_Around","LU_Top","Latitude","Longitude","Northing","Easting","Accuracy","FacingDirectionForPhoto","HeightMax","DiameterMax","HeightMin","DiameterMin","OtherDimension","AssociatedFeatureOrMaterial","SurfaceMaterialDescription","SampleCollected","ChronologyEstimate","AssociatedFeatureOrMaterialPhoto","Condition","DamageNotes","PrincipalSourceOfImpact","OtherSourcesOfImpact","ArchaeologicalPotential","MostRecentDamageWhat","MostRecentDamageWithin","RTDescription","CommentsAndRecommendations","CRMPhotos","geospatialcolumn"
"488",9801,"Elissa SinClair",2018-09-13,"Surface Scatter","058 - 063,agricultural fields, with Popovska river and associated forest forming southern boundary, some shrub/forest on northern edge boundary between fields?,bordered by river and creek on three sides - fluvial valley","Survey","agricultural field between Popovo and Dabovo central, between the two northern tributaries","Annual agriculture","Annual agriculture",42.20361366,26.76148269,4672411.151,480309.6556,3,"No Observation",NA,"NA",NA,NA,NA,"Artefact scatter (some ottoman pottery towards western edge, primarily antique-period wheel-made pottery, and A/C)","dry harrowed field  (8-12cm deep)","Yes (Popovo 2)",NA,NA,"0 - No observation","","Anthropogenic",NA,"No observation","Agriculture","Unknown",NA,NA,NA,"POINT(480309.65562 4672411.15095)"
"489",9667,"Petra Janouchova",2018-09-13,"Surface Scatter","ext no 717, 718","Survey","scattered pottery fragments some diagnostic pieces","Annual agriculture","Annual agriculture",42.18412379,26.70656038,4670261.277,475768.2015,3,"East",0,"500",NA,300,"see external GPS for accurate dimensions","Artefact scatter","small stones, IA pottery fragments, amphora body fragment, Thracian grey ware fragment, fragments of large storage vessels, decorated pottery fragment (continuous bands of small incised pockmarks)","Yes","possibly Roman/IA","files/app/50bde695-5f52-44f9-9d1e-6611ed508706_image-1536824642796.original.jpg (ext no 716)","0 - No observation","","Agriculture",NA,"2 - good","Agriculture","Last year","NA",NA,NA,"POINT(475768.20145 4670261.276509)"
"490",8261,"Adela Sobotkova",2018-09-13,"Burial Mound","993, 994,with small patch of grass and stone","Survey","very low mound with a dirt road to the west of the mound","Annual agriculture","Annual agriculture",42.18703736,26.74575643,4670574.389,479005.9178,3,"Northwest",0.5,"20",NA,NA,NA,"Artefact scatter","red table ware daub and grey paste amphorae piece (storage vessel). Roman","No",NA,"files/app/afae9eb8-e577-4968-897b-952d3d0329ce_image-1536824432377.original.jpg","4 - seriously damaged","","Agriculture",NA,"4 - minimal","Agriculture","Unknown","NA",NA,NA,"POINT(479005.917792 4670574.389102)"
"491",8522,"Bara Weissova",2018-09-13,"Other","taken from top,grassland","Legacy verification","geodetic point","Pasture","Pasture",42.17783673,26.67483473,4669572.705,473145.6821,3,"Other",0,"0",NA,NA,NA,NA,NA,"No",NA,NA,"0 - No observation","","No observation",NA,"No observation","Not available","No observation","NA",NA,NA,"POINT(473145.682051 4669572.705498)"
"492",9668,"Petra Janouchova",2018-09-13,"Burial Mound","ext no 720; prominence facing NE ext no 721,upper slope,circular with raised point in centre (geodetic point)","Legacy verification","geodetic point present elevation not provided on map, scattered medium sized store","Scrub","Scrub",42.17918399,26.70365053,4669713.628,475526.0048,3,"West",2.5,"20",2,16,NA,NA,NA,"No",NA,NA,"2 - minor damage","overgrown with scrub vegetation)","Other","looting - maybe","2 - good","Looting","Unknown","01,rectangle,2.0,1.0,0.5,manually excavated shallow trench with stones",NA,"files/app/13c4da7f-08e4-4eb4-bf47-702544767cd2_image-1536826720280.original.jpg (ext no 723)","POINT(475526.004815 4669713.62779)"
"493",8262,"Adela Sobotkova",2018-09-13,"Other","elevation point in field ),995-998,with slight grassland","Legacy verification","elevation point in field with 1950 carved on it","Annual agriculture","Annual agriculture",42.19142893,26.75882221,4671058.864,480086.1997,3,"West",0,"0",NA,NA,NA,NA,NA,"No",NA,NA,"2 - minor damage","marker has been plowed out","Other",NA,"5 - none or nearly none","Post-depositional","Unknown","NA",NA,NA,"POINT(480086.199729 4671058.864139)"
"494",8263,"Adela Sobotkova",2018-09-13,"Burial Mound","999-60001,grassland","Legacy verification","mound like feature likely caused by collapsed structure with overgrown trees and scrub that have protected it from agricultural damage. a lot of field stones with artist scatter in the harrowed field to the east of site","Annual agriculture","Pasture",42.19129107,26.75502479,4671044.45,479772.6065,3,"West",1,"25",NA,NA,NA,"Artefact scatter","architectural ceramics that are Roman looking bricks. coarse fabric storage ware, fine table ware. in some q cross section of a domestic assemblage. all found in the harrowed field, not in the scrub of the mound","No",NA,"files/app/cfce7116-895f-441c-a76c-ee82f02b974b_image-1536827744083.original.jpg","1 - pristine","minimal damage from agriculture due to the scrub","Agriculture","growth of trees and scrub","2 - good","Agriculture","Unknown","NA",NA,NA,"POINT(479772.606481 4671044.450278)"
"495",8523,"Bara Weissova",2018-09-13,"Extinct Burial Mound","","Legacy verification","weird concrete platform and other structures","Pasture","Scrub",42.16217677,26.68205737,4667831.695,473735.6993,3,"North",2,"0",NA,NA,NA,NA,"concrete","No",NA,NA,"5 - extinct or near extinct","specify in Annotation (military activity)","Construction","looting - maybe","5 - none or nearly none","Other","Unknown","NA",NA,"files/app/21267bfb-e718-4f4b-8975-68e6a05af103_image-1536828641577.original.jpg","POINT(473735.699341 4667831.695357)"
"496",9669,"Petra Janouchova",2018-09-13,"Burial Mound","ext 725, 726","Legacy verification","geodetic point present; medium to large stones scattered; RTs present; Nenov-Bair","Scrub","Scrub",42.17544146,26.70220684,4669298.501,475405.3276,3,"Northwest",2,"25",1.5,20,NA,NA,NA,"No",NA,NA,"2 - minor damage","specify in Annotation (vegetative overgrowth)","Construction","vegetation/scrub overgrowth","3 - impaired","Other","Unknown","01,circle,2.0,2.0,0.3,manually excavated shallow trench overgrown with scrub and medium sized stones",NA,"files/app/6e1373f3-3558-49b3-ba86-7153001cb5c3_image-1536829224779.original.jpg (ext no 724)","POINT(475405.327598 4669298.500546)"
"497",8524,"Bara Weissova",2018-09-13,"Burial Mound","","Legacy verification","wildly excavated from top, trenches all over the surface reaching 3meters, visible stratigraphy","Forest","Scrub",42.15612693,26.68164767,4667160.095,473699.35,3,"North",3.5,"40",NA,NA,NA,"Loose artefacts","pottery","Yes",NA,NA,"4 - seriously damaged","","Looting",NA,"4 - minimal","Looting","Last year","01,square,2,2.2,3,manually excavated deep trench;02,square,4,4,1.5, manually excavated trench;03,rectangle,5,8,1.3, manually excavated trench;04,circle,2(diameter),1.5, manually excavated trench (L shape, E and S dug out)",NA,"files/app/476cfda0-22ad-4bef-bcf5-ddfe066475f9_image-1536830829090.original.jpg - files/app/95335c68-00ba-47f4-9930-a5336d8ef5be_image-1536830631432.original.jpg - files/app/da96d834-0e01-4a60-9097-4ab94197c516_image-1536831013008.original.jpg","POINT(473699.35003 4667160.095262)"
"498",9670,"Petra Janouchova",2018-09-13,"Burial Mound","ext no 729,possible perennial agriculture - old ploughed lines,flatter and longer than traditional mound due to perennial agricultural land use","Legacy verification","Nanov-Bair; ext no 730 prominence facing NW towards 9662","Scrub","Scrub",42.17576037,26.6990357,4669334.829,475143.549,3,"Southwest",1,"25",0.7,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","specify in Annotation (scrub overgrowth)","Looting","vegetation/scrub overgrowth","3 - impaired","Other","Unknown","01,curved rectangle,na,manually excavated deep trench overgrown with vegetation and small to medium sized stones",NA,"files/app/2f203521-6480-4afd-8db8-0838f864ba89_image-1536830663523.original.jpg (ext no 728)","POINT(475143.548972 4669334.829221)"
"499",8264,"Adela Sobotkova",2018-09-13,"Burial Mound","60002-60005,grassland","Legacy verification","mound with marker on top and covered with scrub. circulat trench modification in the middle of the mound that elevates the central point of the mound. in photos there is a clump of scrub that fills the circular trench","Pasture","Pasture",42.19235391,26.76482865,4671160.182,480582.4288,3,"North",1.6,"24",NA,NA,NA,NA,NA,"No",NA,NA,"2 - minor damage","modification,marker on top of mound)","Construction","geodetic marker","2 - good","Infrastructure","Unknown","NA",NA,NA,"POINT(480582.428768 4671160.182469)"
"500",8265,"Adela Sobotkova",2018-09-13,"Burial Mound","0006-0009","Legacy verification","mound that has human modification that is from looting, agriculture and there is an elevation point in the trench on top of the mound and a second trench to the east side of the mound. field stones surrounding mound","Annual agriculture","Scrub",42.1960868,26.77001238,4671573.488,481011.5552,3,"East",1.5,"15",NA,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","","Looting","agriculture","3 - impaired","Looting","Unknown","01,rectilinear,3,1.5,0.5,manually excavated trench; 02,square,2,2,0.5,manually excavated trench (both are old and overgrown)",NA,NA,"POINT(481011.555203 4671573.488385)"
"501",9671,"Petra Janouchova",2018-09-13,"Burial Mound","close to extinction),ext 733,on the elevated part of the plain,when it was still a mound","Legacy verification","Marinova-Mogila; completely destroyed by annual agriculture; slight raise in the ground indicating its presence","Annual agriculture","Annual agriculture",42.16752154,26.71322013,4668416.018,476311.9586,3,"West",0.3,"20",0.2,NA,"flat, spread out","Loose artefacts","non-diagnostic pottery fragments, small to medium stones scattered; one fragment with broken handle (ext no 734)","No",NA,"files/app/3d363ffd-b142-49a6-a300-2e732c935da4_image-1536833885875.original.jpg","5 - extinct or near extinct","","Agriculture",NA,"5 - none or nearly none","Agriculture","Last year","NA",NA,NA,"POINT(476311.958634 4668416.018432)"
"502",8266,"Adela Sobotkova",2018-09-13,"Other","could be excavated mound or a tank emplacement),010-012","Survey","deep depression in ground filled with scrub","Pasture","Scrub",42.19568027,26.76999594,4671528.354,481010.0759,3,"East",0.7,"6",NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","specify in Annotation (military or excavation)","Other","either military or excavation","4 - minimal","Other","Unknown","NA",NA,NA,"POINT(481010.07589 4671528.354217)"
"503",8267,"Adela Sobotkova",2018-09-13,"Burial Mound","24-25,grassland","Legacy verification","marker on top of mound overlooking town to the north east. trench on middle of mound that creates a prominent spot for the marker to be placed","Pasture","Pasture",42.19543309,26.77537695,4671499.725,481454.2791,3,"East",1,"10",NA,NA,NA,NA,NA,"No",NA,NA,"2 - minor damage","geographic marker)","Other",NA,"2 - good","Infrastructure","Unknown","NA",NA,NA,"POINT(481454.279097 4671499.724743)"
"504",8525,"Bara Weissova",2018-09-13,"Extinct Burial Mound","grassland","Legacy verification","grassy patch within a field","Annual agriculture","Pasture",42.16620352,26.75054395,4668259.99,479394.4841,3,"South",1,"0",NA,NA,NA,NA,"large stones on the surface","No",NA,NA,"5 - extinct or near extinct","","Looting","agriculture","5 - none or nearly none","Looting","Unknown","NA",NA,NA,"POINT(479394.484053 4668259.990341)"
"505",8526,"Bara Weissova",2018-09-13,"Extinct Burial Mound","grassland","Legacy verification","just within an embankment of an old water reservoir","Annual agriculture","Pasture",42.16984479,26.74260496,4668666.237,478739.9281,3,"Southwest",0,"0",NA,NA,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","","Construction",NA,"5 - none or nearly none","Urban development","Unknown","NA",NA,"files/app/aa57bfae-ccc4-49e6-bb16-77c736936061_image-1536835657981.original.jpg","POINT(478739.928122 4668666.236844)"
"506",9672,"Petra Janouchova",2018-09-13,"Burial Mound","ext 736,circular, relatively flat and spread out, would have had a higher prominence before agricultural land use","Legacy verification","Apostolovi-Mogila","Annual agriculture","Annual agriculture",42.15714676,26.72607341,4667260.597,477369.9451,3,"West",1.5,"30",1,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","perennial agriculture),previous agricultural land use)","Agriculture",NA,"3 - impaired","Agriculture","Unknown","NA",NA,NA,"POINT(477369.945122 4667260.597477)"
"507",9673,"Petra Janouchova",2018-09-13,"Burial Mound","ext 737,relatively flat, circular; spread out but agricultural land use","Legacy verification","ploughed lines present across mound","Annual agriculture","Annual agriculture",42.15731493,26.72571952,4667279.363,477340.7691,96,"West",0.5,"19",0.3,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","perennial agriculture, ploughed lines)","Agriculture",NA,"3 - impaired","Agriculture","Unknown","NA",NA,NA,"POINT(477340.769083 4667279.363031)"
"508",9674,"Petra Janouchova",2018-09-13,"Other","ext 738,grassland","Survey","military tank embankment, 6 x 8 x 1 m, tank enclosure","Pasture","Pasture",42.15857866,26.72290412,4667420.429,477108.6347,3,"Southeast",1,"6",NA,8,NA,NA,NA,"No",NA,NA,"0 - No observation","","Other","military activity","5 - none or nearly none","Agriculture","Unknown",NA,NA,NA,"POINT(477108.634682 4667420.429223)"
"509",9675,"Petra Janouchova",2018-09-14,"Extinct Burial Mound","ext 749","Legacy verification","grass/soil colour lighter than surrounding field; small to medium sized stones scattered about;","Annual agriculture","Annual agriculture",42.24291378,26.83136045,4676761.002,486086.9153,3,"West",0.1,"10",0,8,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","","Agriculture",NA,"5 - none or nearly none","Agriculture","Last year","NA",NA,NA,"POINT(486086.915257 4676761.001947)"
"510",9676,"Petra Janouchova",2018-09-14,"Burial Mound","ext no 751,circular","Survey","overgrown with old vegetation, small rocks scattered around, found from Google Maps satellite image, as we were using to navigate around the forest","Pasture","Scrub",42.24625462,26.81459222,4677134.821,484704.3107,3,"North",0.5,"21",0.5,17,NA,NA,NA,"No",NA,NA,"2 - minor damage","old vegetative overgrowth),specify in Annotation (vegetation overgrowth)","Other","looting - RT","3 - impaired","Other","Unknown","01,rectangle,2,1.5,0.3,manually excavated shallow trench (old)",NA,"files/app/927d715c-aadb-4868-9580-4e3875a88c65_image-1536906221379.original.jpg (ext 750)","POINT(484704.31067 4677134.820621)"
"511",8268,"Adela Sobotkova",2018-09-14,"Burial Mound?","48,grassland (scrub and pasture","Survey","mound like feature by the dirt road. irregular shape. scrub bushes on top","Pasture","Pasture",42.10478733,26.83081495,4661424.596,486011.5056,3,"West",1.2,"8",NA,6,NA,NA,NA,"No",NA,NA,"0 - No observation","not relevant as the feature seems manmade,Road cut","Anthropogenic",NA,"4 - minimal","Agriculture","Last year","NA",NA,NA,"POINT(486011.505602 4661424.596321)"
"512",9677,"Petra Janouchova",2018-09-14,"Uncertain Feature","ext 759","Survey","pile of large rock slabs, almost resembling a dolmen or burial chamber verify with Bara; slightly elevated","Pasture","Scrub",42.24592147,26.81420413,4677097.899,484672.2137,3,"South",0.5,"12",0.3,10,NA,NA,"medium to large sized rocks/stone slabs
possible pick marks on largest central stone slab (see ext 752-758)
dimensions of largest slab: 1.2x1.40x0.3m - flat, rectangular stone similar to stones typically used as a ceiling for dolmen/burial chamber - very heavy, 5-6 men prob. needed","No",NA,"files/app/555c08dc-aadf-4492-aee5-92cbdf35c991_image-1536907356496.original.jpg - files/app/a7e3ce13-eaf8-4be9-9914-4fb9892deda5_image-1536907428696.original.jpg - files/app/b1403faa-546d-4093-8abb-9b514b679ff5_image-1536907342351.original.jpg - files/app/e6ff1724-f677-44ce-8cf2-bf334be38918_image-1536907446561.original.jpg","4 - seriously damaged","specify in Annotation) (looting if confirmed as burial mound by Bara; vegetative overgrowth),specify in Annotation)","Other",NA,"3 - impaired","Other","Unknown","NA","robbed a long time ago
not in-situ",NA,"POINT(484672.213732 4677097.899494)"
