"","TRAP","createdBy","Date","Type","AllNotes","Source","DescriptionOfMoundOrLocale","LU_Around","LU_Top","Latitude","Longitude","Northing","Easting","Accuracy","FacingDirectionForPhoto","HeightMax","DiameterMax","HeightMin","DiameterMin","OtherDimension","AssociatedFeatureOrMaterial","SurfaceMaterialDescription","SampleCollected","ChronologyEstimate","AssociatedFeatureOrMaterialPhoto","Condition","DamageNotes","PrincipalSourceOfImpact","OtherSourcesOfImpact","ArchaeologicalPotential","MostRecentDamageWhat","MostRecentDamageWithin","RTDescription","CommentsAndRecommendations","CRMPhotos","geospatialcolumn"
"552",9694,"Petra Janouchova",2018-09-17,"Burial Mound","ext 769,sunflower fields on one side, scrub on the other","Legacy verification","overgrown with dense vegetation, geodetic point present","Annual agriculture","Scrub",42.23371696,26.74365277,4675757.888,478847.7885,3,"South",2,"20",NA,15,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Looting","vegetation overgrowth, animal burrowing, maybe agriculture","2 - good","Looting","Unknown","01,rectangle,2,1,1.5,manually excavated trench","ext 967, 968","files/app/838e3994-ffe0-4505-8946-10cbdb4f149f_image-1537174086806.original.jpg","POINT(478847.788548 4675757.887551)"
"553",8533,"Bara Weissova",2018-09-17,"Burial Mound","","Legacy verification","overgrown with trees, layer of stones on the surface kamenen kozhuch?","Scrub","Forest",42.05044668,26.75825467,4655405.554,479995.0413,3,"East",1.4,"20",NA,18,NA,NA,"small stones on the surface","No",NA,"files/app/6d612d0c-717e-479b-a8e6-bb6103a3242f_image-1537176140116.original.jpg","2 - minor damage","","Post-depositional","bioturbation","2 - good","Post-depositional","Unknown",NA,NA,NA,"POINT(479995.041279 4655405.554064)"
"554",8286,"Adela Sobotkova",2018-09-17,"Surface Scatter","221-225","Survey","large fragments of Grey ware in sunflower field south of the reservoir. scatter goes about 250m x 20m. basically along the road. 1 shard almost every 2m. surface scatter. possibly a settlement mound. daub on western edge on ext GPS point 060","Annual agriculture","Annual agriculture",42.09194944,26.77532708,4660009.767,481419.9296,3,"North",0,"0",NA,NA,NA,"Artefact scatter","grey ware. daub. late Roman cookware. prehistoric pottery. handmade prehistoric rims with decoration. very little construction material compared to large storage and table ware","Yes",NA,NA,"0 - No observation","","No observation",NA,"2 - good","Agriculture","Unknown",NA,NA,NA,"POINT(481419.929593 4660009.767391)"
"555",8534,"Bara Weissova",2018-09-17,"Burial Mound","","Legacy verification","in pasture with scrubs, covered with stones kamenen kozhuch","Pasture","Scrub",42.05112816,26.79253441,4655473.771,482831.9501,3,"Southwest",1.5,"25",NA,25,NA,NA,"kamenen kozhuch","No",NA,"files/app/a0a66197-5df3-4f96-8880-8dc7096e3589_image-1537179362699.original.jpg","1 - pristine","","No observation",NA,"1 - full","Not available","Not relevant",NA,NA,NA,"POINT(482831.950142 4655473.770578)"
"556",8287,"Adela Sobotkova",2018-09-17,"Burial Mound","226-227,grassland","Legacy verification","overgrown low patch in field. structure? on top of structure are large rocks and some in the field too","Annual agriculture","Pasture",42.09619815,26.77744214,4660481.047,481596.0693,3,"West",0.8,"12",NA,NA,NA,"Artefact scatter","between road and mound there are about 2 fragments per square metre. 75% AC, 10% tableware, 15% coarse ware","Yes",NA,NA,"3 - damaged","if it is a mound it is extinct, if it is a structure it is minor damaged","Agriculture",NA,"2 - good","Agriculture","Unknown",NA,NA,NA,"POINT(481596.069319 4660481.04744)"
"557",8535,"Bara Weissova",2018-09-17,"Extinct Burial Mound","grassland","Legacy verification","military shelter instaed","Pasture","Pasture",42.0654792,26.8298379,4657060.353,485922.0339,3,"Southeast",0,"0",NA,NA,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","military activity),cold war","Construction",NA,"5 - none or nearly none","Infrastructure","Other",NA,NA,NA,"POINT(485922.033866 4657060.352559)"
"558",8536,"Bara Weissova",2018-09-17,"Burial Mound","grassland","Legacy verification",NA,"Annual agriculture","Pasture",42.07473657,26.85345072,4658084.584,487877.3481,3,"Northwest",1.5,"30",NA,22,NA,NA,"kamenen kozhuch","No",NA,"files/app/31c80b1f-9c61-4a38-b53a-5e5e510a2b7d_image-1537185737149.original.jpg","2 - minor damage","dirt road)","Agriculture",NA,"2 - good","Agriculture","Unknown",NA,NA,NA,"POINT(487877.348126 4658084.583508)"
"559",9695,"Petra Janouchova",2018-09-17,"Burial Mound","ext 980,ploughed field on one side, scrub on the other","Legacy verification","small to medium sized stones scattered about, geodetic point present, 2x RTs","Annual agriculture","Scrub",42.19187689,26.71801479,4671118.933,476716.9348,3,"Southwest",1.5,"24",NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Looting","vegetation overgrowth","4 - minimal","Looting","Unknown","01,circle,3,3,1,manually excavated deep trench;02,oval,2,2,0.5,manually excavated shallow trench","ext 978,979","files/app/3bf5be51-4f31-4fe9-8928-aa2a850cf19e_image-1537186103189.original.jpg - files/app/98ae8dfa-c1f7-4f0e-8c79-2a12c0f53715_image-1537185996854.original.jpg","POINT(476716.934819 4671118.933324)"
"560",8537,"Verka Dolezalkova",2018-09-18,"Extinct Burial Mound","ext 831, 832,local hilltop from other perspective,would have been higher before extinction","Legacy verification","soil marks in field lighter soil layer than surrounding harrowed field, destroyed by agricultural land use","Annual agriculture","Annual agriculture",42.25553738,26.8791283,4678155.953,490029.8427,3,"Southeast",0.6,"26",NA,25,NA,NA,"detail shot of soil marks ext 833","No",NA,"files/app/9a699eb2-abb9-4a5c-94a0-c4e2f792f071_image-1537253007972.original.jpg","5 - extinct or near extinct","last harvest","Agriculture",NA,"4 - minimal","Agriculture","Last month",NA,NA,NA,"POINT(490029.842712 4678155.952858)"
"561",8538,"Verka Dolezalkova",2018-09-18,"Extinct Burial Mound","ext 834, 835,would have been higher before extinction","Survey","associated with 8537, soil layer lighter in colour than surrounding harrowed field,","Annual agriculture","Annual agriculture",42.25591738,26.87913803,4678198.144,490030.7047,3,"North",1.2,"35",NA,30,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","last harvest","Agriculture","minimal vegetation overgrowth","4 - minimal","Agriculture","Last month",NA,NA,NA,"POINT(490030.704654 4678198.144334)"
"562",8288,"Tiana Anderson",2018-09-18,"Burial Mound","241-242 too much scrub and trees around to take a photo of the whole mound","Legacy verification","burial mound with large RT in South side of mound. stones, scrub and forest surrounding it makes it incredibly hard to see and detect","Forest","Scrub",42.25951555,26.84780576,4678601.805,487446.9773,3,"East",1.5,"12",NA,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","","Looting",NA,"3 - impaired","Looting","Unknown","01,round,2,0.7","ext 240 + 243","files/app/c09fdf23-aebd-4a0a-8a05-78cd93f95411_image-1537254778217.original.jpg","POINT(487446.977267 4678601.805286)"
"563",8539,"Verka Dolezalkova",2018-09-18,"Burial Mound","photo 836 -839,grassland","Legacy verification","overgrown with vegetation, animal burrows present, large RT present, surrounded by sunflower fields","Annual agriculture","Pasture",42.25158642,26.88433581,4677716.667,490458.791,3,"North",2,"35",NA,33,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Looting","vegetation overgrowth","4 - minimal","Looting","Last year","01,crescent/oval,5,2.5,1.2,manually excavated deep trench (takes up almost half of the mound)",NA,"files/app/0512a610-d894-4fe8-80e4-5e1b006a38fc_image-1537257634800.original.jpg - files/app/4d694d7b-0748-4561-9fde-091b82106c75_image-1537257678847.original.jpg - files/app/ddf407ab-2b0e-4597-8f41-06b5f8588465_image-1537257657746.original.jpg - files/app/f4ad7470-13e6-4340-be04-2fa176f93aea_image-1537257424155.original.jpg","POINT(490458.790988 4677716.666614)"
"564",8289,"Tiana Anderson",2018-09-18,"Other","trench,244","Survey","trench cut deep into the ground and Rock","Pasture","Scrub",42.25671474,26.84602851,4678291.083,487299.827,3,"Northeast",1,"0 (extends throughout lower slope)",NA,NA,"width: 1m",NA,NA,"No",NA,NA,"0 - No observation","not relevant,military),not relevant,specify in Annotation (military)","Other",NA,"No observation","Other","Unknown",NA,NA,NA,"POINT(487299.827023 4678291.083453)"
"565",8540,"Verka Dolezalkova",2018-09-18,"Other","","Legacy verification","destroyed by annual agriculture, overgrown with reeds and sunflowers, nothing visible, geodetic point supposed to be present but not visible","Annual agriculture","Annual agriculture",42.25126825,26.89442076,4677680.259,491290.6614,3,"Northwest",0,"0",NA,0,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","last harvest","Agriculture",NA,"5 - none or nearly none","Agriculture","Last month",NA,NA,NA,"POINT(491290.661359 4677680.259251)"
"566",8290,"Tiana Anderson",2018-09-18,"Burial Mound","245, detail shots 246-253,scrub and rocks","Legacy verification","burial mound repurposed by military with a marker on top surrounded by stones while the whole surface of the mound is covered in large stones. marker 1.5m tall","Scrub","Scrub",42.25529104,26.84719438,4678132.831,487395.7092,3,"West",2,"14",1.5,NA,"width:8m",NA,NA,"No",NA,NA,"4 - seriously damaged","military),specify in Annotation (military)","Other","animal activities","3 - impaired","Other","Unknown",NA,NA,NA,"POINT(487395.709247 4678132.831451)"
"567",8541,"Verka Dolezalkova",2018-09-18,"Other","ext 842-848 (overview + field shots of urban development),and urban development,in a settlement or surrounded by infrastructure","Legacy verification","geodetic point not visible due to damage by residential development","Scrub","Urban",42.23968168,26.89729434,4676393.47,491526.1547,3,"North",0,"0",NA,0,NA,NA,"abandoned houses","No",NA,NA,"5 - extinct or near extinct","","Urban development","vegetation overgrowth","5 - none or nearly none","Urban development","Unknown",NA,NA,NA,"POINT(491526.15472 4676393.469989)"
"568",8292,"Tiana Anderson",2018-09-18,"Extinct Burial Mound","257,grassland (and annual agriculture","Legacy verification","destroyed due to pine tree plantations","Forest","Pasture",42.25428966,26.85290822,4678020.815,487866.8277,3,"South",0.2,"0",NA,NA,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","","Agriculture",NA,"5 - none or nearly none","Agriculture","Unknown",NA,NA,NA,"POINT(487866.827677 4678020.815034)"
"569",8293,"Tiana Anderson",2018-09-18,"Other","geodetic marker,258,grassland","Legacy verification","elevation marker besides main road - destroyed","Pasture","Pasture",42.26032145,26.85984036,4678689.583,488439.742,3,"East",0,"0",NA,NA,NA,NA,NA,"No",NA,NA,"0 - No observation","elevation point)","Other",NA,"No observation","Post-depositional","Unknown",NA,NA,NA,"POINT(488439.741989 4678689.583459)"
"570",8294,"Adela Sobotkova",2018-09-19,"Surface Scatter","261-272","Survey","ploughed field S of Borisovo village","Annual agriculture","Scrub",42.27500619,26.75417228,4680339.835,479729.0217,3,"West",0,"100",NA,NA,"500 by 20 m strip","Artefact scatter","heavily worn and highly fragmented(coin sized) shards, HM, lithic, daub, 1 shard per square metre, further south, at 068, historic scatter starts with red thinwalled table ware ( 1RS rim) while PH continues at 3-5fragments a square m.","Yes",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8294_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8294_2.jpg''}}","3 - damaged","","Agriculture",NA,"2 - good","Agriculture","Last week","NA",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8294_1.jpg''}}","POINT(479729.021746 4680339.834607)"
"571",9696,"Petra Janouchova",2018-09-19,"Uncertain Feature","geodetic point, most likely not a mound),ext. detail 986, overview 987","Legacy verification","ditches around","Scrub","Scrub",42.29629258,26.7441823,4682705.784,478912.3469,3,"Northeast",1.5,"45",NA,20,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","1976","Construction",NA,"5 - none or nearly none","Urban development","Other",NA,NA,NA,"POINT(478912.346932 4682705.784089)"
"572",9697,"Petra Janouchova",2018-09-19,"Burial Mound","ext 989,e.g orchard or vineyard very recent pine forest / scrub,perennial agriculture","Legacy verification","large RT present, overgrown with vegetation, small to medium stones on and around mound,","Perennial agriculture","Scrub",42.30162261,26.78971533,4683287.328,482667.2048,3,"West",1,"20",0.5,20,NA,NA,NA,"No",NA,NA,"3 - damaged","","Looting","vegetation/perennial agriculture overgrowth","4 - minimal","Agriculture","Unknown","01,irregular,2.5,2,1,manually excavated deep trench on top of mound","ext 988",NA,"POINT(482667.204796 4683287.327835)"
"573",8295,"Adela Sobotkova",2018-09-19,"Burial Mound","273-276","Legacy verification","small overgrown mind in field south of Borisovo","Annual agriculture","Scrub",42.27750565,26.75637381,4680616.839,479911.354,3,"North",2,"30",0.5,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Looting",NA,"4 - minimal","Agriculture","Last year","01,round,4,1.5, overgrown with scrub",NA,NA,"POINT(479911.353956 4680616.838829)"
"574",8296,"Adela Sobotkova",2018-09-19,"Uncertain Feature","277-279","Survey","fig overgrown patch near 8295, looks like extinct mound, has a large boulder inside,","Annual agriculture","Scrub",42.27744965,26.75567673,4680610.785,479853.8569,3,"Northwest",0.5,"8",NA,NA,NA,NA,"big white ashlar","No",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8296_1.jpg''}}","5 - extinct or near extinct","","Agriculture",NA,"5 - none or nearly none","Agriculture","Last year",NA,NA,NA,"POINT(479853.856897 4680610.785381)"
"575",8297,"Adela Sobotkova",2018-09-19,"Extinct Burial Mound","280-281,grassland,narrow lozenge","Survey","lozenge shaped pile of stones possibly from surf.scatter or from mound or field","Annual agriculture","Pasture",42.27687329,26.75588063,4680546.741,479870.4867,3,"West",0.5,"12",NA,8,NA,"Artefact scatter","loose RM fineware fragments","No",NA,NA,"5 - extinct or near extinct","","Agriculture",NA,"5 - none or nearly none","Agriculture","Last year","NA",NA,NA,"POINT(479870.486744 4680546.740831)"
"576",8298,"Adela Sobotkova",2018-09-19,"Extinct Burial Mound","283","Survey","little bump in the ground NW of 8295large mnd","Annual agriculture","Annual agriculture",42.27694727,26.75532844,4680555.086,479824.9776,3,"North",0.3,"8",NA,NA,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","","Agriculture",NA,"5 - none or nearly none","Agriculture","Last year","NA",NA,NA,"POINT(479824.977564 4680555.086205)"
"577",9698,"Petra Janouchova",2018-09-19,"Burial Mound","ext 993,994 (deleted), delete one of them","Legacy verification","overgrown with dense vegetation, 2x RTs present; Dabovska Mogila; elevation point","Scrub","Scrub",42.22898471,26.79029882,4675221.927,482695.4457,3,"South",5,"60",4,55,NA,NA,NA,"No",NA,NA,"3 - damaged","","Looting","vegetative overgrowth, agriculture around","3 - impaired","Looting","Unknown","01,rectangle,6,1.5,0.6,manually excavated trench;02,undrawable due to dense vegetation","ext 992, pic of rt area","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9698_1.jpg''}}","POINT(482695.445733 4675221.927167)"
"578",8299,"Adela Sobotkova",2018-09-19,"Burial Mound","288-296; gps taken 10 m to NW at the foot of the mound, image points to mound top; 317 exterior picture","Legacy verification","deep in the forest, has geodetic or some milestone on top looks different than the others","Annual agriculture","Forest",42.26912736,26.7574501,4679686.308,479997.452,3,"Southeast",5,"30 (diameter obscured by trees)?",NA,NA,NA,NA,NA,"No",NA,NA,"2 - minor damage","grown tree roots likely contaminated and disrupted the mound),tree roots)","Looting","erosion, animal activities","2 - good","Looting","Last month","01,round,1,1,manual clear;02,round,1,1,clear;03,1,1,sharp edges;04, rect,2,1,0.8,old but clear;05,round,0.5,0.5,fox burrow under marker","difficult access, top disturbed by shallow RTs and animals","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8299_1.jpg''}}","POINT(479997.451956 4679686.3077)"
"579",9699,"Petra Janouchova",2018-09-19,"Burial Mound","ext 996,997,sunflower field,close to valley bottom/plain,overgrown, hard to measure, check satellite","Legacy verification","dense scrub, RTs present,","Annual agriculture","Scrub",42.23261748,26.78070601,4675627.278,481904.8839,3,"Southwest",2.5,"30",2,25,NA,NA,NA,"No",NA,NA,"3 - damaged","","Looting","dense vegetative overgrowth, annual agricultural land use (possibly)","3 - impaired","Looting","Unknown","01,L-shape,6,3,0.5,manually excavated RT filled with rubbish and backfill;02,curved rectangle,4,4,1.5,manually excavated deep trench on top of mound above burial chamber (stones possibly belonging to burial chamber are present)","ext 995",NA,"POINT(481904.88393 4675627.277845)"
"580",8700,"Adela Sobotkova",2018-09-19,"Burial Mound","299-306; 318-319 view to south west from mound","Legacy verification","large mound in scrub next to forest mound, partially robbed","Scrub","Scrub",42.26914752,26.75671886,4679688.718,479937.1549,3,"Southwest",4,"30",NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Looting",NA,"3 - impaired","Looting","Last year","01,rect,3,1.2,1.7,fresh clear cut;02,round,5,3, old scrubby;03,rect,2,2,3,fresh deep on S slope with two tunnels with stones;04,rect,2,2,2,fresh",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8700_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8700_2.jpg''}}","POINT(479937.154948 4679688.718)"
"581",9700,"Petra Janouchova",2018-09-19,"Surface Scatter","ext 002-006,grassland","Survey","scattered pottery sherds architectural, possibly Roman village","Annual agriculture","Pasture",42.2313518,26.7841272,4675486.025,482186.8287,3,"West",0,"500",NA,NA,"see satellite for accurate dimensions (Bara)",NA,"pot sherds","Yes",NA,NA,"0 - No observation","","No observation",NA,"No observation","Not available","No observation",NA,NA,NA,"POINT(482186.828662 4675486.024769)"
"582",9701,"Petra Janouchova",2018-09-19,"Burial Mound","ext 013,014","Local informant","overgrown mound where robbers found a horse with carriage, robbed","Pasture","Scrub",42.23130377,26.78259998,4675481.012,482060.7936,3,"West",0,"20",NA,20,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","","Looting","vegetative overgrowth","5 - none or nearly none","Looting","Unknown","01,uncertain shape,3,3,0,manually excavated trench that has been closed in",NA,NA,"POINT(482060.793623 4675481.011519)"
"583",8701,"Adela Sobotkova",2018-09-19,"Burial Mound","340-341","Legacy verification","dry stone mound inside a scrub island in sunflower field northwest of Kamen varch, with geodetic marker on top","Annual agriculture","Scrub",42.26624145,26.76523018,4679364.076,480638.1753,3,"North",1.2,"15",NA,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","","Looting","geodetic marker","3 - impaired","Looting","Last month","01,round,1,1,fresh stony profile",NA,NA,"POINT(480638.175289 4679364.075524)"
"584",9702,"Petra Janouchova",2018-09-19,"Uncertain Feature","ext 016,017, ext 018 facing w with possible extinct mound not on the map","Survey","possible destroyed mound","Pasture","Scrub",42.23772083,26.79180738,4676191.623,482822.3015,3,"Northwest",1.5,"20",NA,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","vegetation overgrowth),specify in Annotation (vegetation overgrowth)","Post-depositional",NA,"4 - minimal","Other","Unknown",NA,NA,NA,"POINT(482822.301515 4676191.623473)"
"585",9703,"Petra Janouchova",2018-09-19,"Burial Mound","ext 32,33","Survey",NA,"Annual agriculture","Scrub",42.24559243,26.78305738,4677067.437,482102.5745,3,"Southwest",0.5,"30",0.5,20,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Animal activity",NA,"2 - good","Agriculture","Unknown","none visible",NA,NA,"POINT(482102.574481 4677067.436912)"
"586",8702,"Adela Sobotkova",2018-09-19,"Burial Mound","344","Legacy verification",NA,"Annual agriculture","Scrub",42.25883871,26.77366314,4678540.237,481331.471,3,"Southeast",2,"20",NA,NA,NA,NA,NA,"No",NA,NA,"0 - No observation","overgrown so hard to tell","Post-depositional","vegetation","No observation","Post-depositional","Last year",NA,NA,NA,"POINT(481331.470971 4678540.237396)"
"587",8703,"Adela Sobotkova",2018-09-19,"Burial Mound","345,grassland","Legacy verification","low mound overgrown with scrubby grass","Annual agriculture","Pasture",42.2517658,26.77260946,4677755.136,481242.4669,3,"Southwest",1.7,"16",NA,NA,NA,NA,NA,"No",NA,NA,"1 - pristine","","Post-depositional",NA,"2 - good","Agriculture","Last year",NA,NA,NA,"POINT(481242.466863 4677755.136157)"
"588",8704,"Adela Sobotkova",2018-09-19,"Burial Mound","346","Survey","small round mound in a patch of grass and scrub","Annual agriculture","Scrub",42.25194714,26.77300556,4677775.184,481275.1946,3,"North",1.1,"8",NA,NA,NA,NA,NA,"No",NA,NA,"2 - minor damage","the mound is so small there''s hardly any potential for archaeological investigation)","Agriculture",NA,"3 - impaired","Agriculture","Last week",NA,NA,NA,"POINT(481275.194559 4677775.183703)"
"589",9704,"Petra Janouchova",2018-09-19,"Extinct Burial Mound","ext 045","Legacy verification","overgrown with dense forest, possible RT present","Forest","Forest",42.25865993,26.83755652,4678508.363,486601.4356,3,"North",0,"0",NA,NA,"indefinable due to forest overgrowth",NA,NA,"No",NA,NA,"5 - extinct or near extinct","forest overgrowth),specify in Annotation (forest)","Post-depositional",NA,"5 - none or nearly none","Other","Unknown","01,rectangle,2,0.5,0.4,manually excavated shallow trench","ext 46","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9704_1.jpg''}}","POINT(486601.435615 4678508.363325)"
"590",9705,"Petra Janouchova",2018-09-19,"Extinct Burial Mound","ext 047","Legacy verification","completely destroyed and overgrown with dense vegetation scrub, trees","Scrub","Forest",42.2534422,26.85673089,4677926.181,488181.9902,3,"Northwest",0,"0",NA,NA,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","vegetation overgrowth),specify in Annotation)","Post-depositional",NA,"5 - none or nearly none","Other","Unknown",NA,NA,NA,"POINT(488181.990221 4677926.180998)"
"591",8542,"Bara Weissova",2018-09-20,"Burial Mound","","Legacy verification","in the slope E of the symbol on map, overgrown and looted","Pasture","Scrub",42.16186835,26.82359679,4667763.594,485427.7865,3,"East",2,"20",1.5,18,NA,NA,NA,"No",NA,NA,"3 - damaged","","Looting","bioturbation, erosion, geodetic point on top","3 - impaired","Looting","Unknown","01,2,1.5,0.6, West",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8542_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8542_2.jpg''}}","POINT(485427.786486 4667763.594153)"
"592",9802,"Amy Tanswell",2018-09-20,"Tell","","Survey","Destroyed prehistoric settlement mound in agricultural fields in the valley area southwest of modern Bolyarovo","Annual agriculture","Annual agriculture",42.14457873,26.79904761,4665848.377,483395.323,3,"Northeast",0.01,"NA",NA,NA,NA,"Artefact scatter (Chalcolithic site to the north east of GPS # 12, pottery fragments from hand-made pottery were found, some of which belong to the late Neolithic period (southern edge). In the southern section of the site, wheel-made pottery from the Antique period was found. Other finds included daub, modern tile and brick.)","harrowed field (10-20cm deep)","Yes (Bolyarovo 1)",NA,NA,"0 - No observation","","Agriculture",NA,"No observation","Agriculture","Unknown",NA,NA,NA,"POINT(483395.323006 4665848.377075)"
"593",8543,"Bara Weissova",2018-09-20,"Burial Mound","","Legacy verification","robbed with heaps of AC taken out of a large RT, remains of burial chamber in RT","Pasture","Scrub",42.17716372,26.87876722,4669453.927,489987.6863,3,"South",2.5,"30",NA,30,NA,"Artefact scatter","AC, slag, 1m under srfc a line of stones and AC in the profile, various types of stones represented","Yes",NA,NA,"4 - seriously damaged","","Looting",NA,"4 - minimal","Looting","Last year","01, rect, 5,2,2, top to S",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8543_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8543_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8543_3.jpg''}}","POINT(489987.686254 4669453.926845)"
"594",9803,"Amy Tanswell",2018-09-20,"Surface Scatter","Open air settlement from antique period, situated in agricultural fields on the south bank of Popovska river,Site is very close to antique finds from 9802 – possibly from the same settlement","Survey",NA,"Annual agriculture","Annual agriculture",42.14338119,26.80197359,4665714.847,483636.7886,3,"South",NA,"NA",NA,NA,NA,"Artefact scatter (many fragments wheel-made pottery, and a lot of tiles, brick and daub (architectural pottery). )",NA,"Yes (Bolyarovo 2)",NA,NA,"0 - No observation","","Agriculture",NA,"No observation","Agriculture","Unknown",NA,NA,NA,"POINT(483636.78863 4665714.847273)"
"595",8544,"Bara Weissova",2018-09-20,"Burial Mound","","Legacy verification","in the midst of a sunflower field","Annual agriculture","Scrub",42.17820954,26.90058231,4669567.717,491789.4759,3,"Southeast",1,"30",NA,20,NA,NA,NA,"No",NA,NA,"2 - minor damage","","Agriculture","bioturbation","2 - good","Agriculture","Last month",NA,NA,NA,"POINT(491789.475921 4669567.716887)"
"596",8545,"Bara Weissova",2018-09-20,"Extinct Burial Mound","","Survey","stony area overgrown with bushes in the midst of a ploughed field","Annual agriculture","Scrub",42.17729415,26.90208923,4669465.935,491913.8105,3,"West",1,"20",NA,15,NA,NA,"stones","No",NA,NA,"5 - extinct or near extinct","","Agriculture","possibly looted","5 - none or nearly none","Agriculture","Last month",NA,NA,NA,"POINT(491913.810549 4669465.935452)"
"597",9804,"Amy Tanswell",2018-09-20,"Burial Mound","148, 149,grassland (Scrub patch in centre of ploughed field","Legacy verification",NA,"Annual agriculture","Pasture",42.13435975,26.80594289,4664712.429,483962.501,3,"East",1.5,"15",NA,NA,NA,NA,NA,"No",NA,NA,"1 - pristine","","Post-depositional","possibly agriculture","1 - full","Not available","Not relevant",NA,NA,NA,"POINT(483962.50101 4664712.428982)"
"598",8546,"Bara Weissova",2018-09-20,"Burial Mound","","Legacy verification",NA,"Pasture","Forest",42.20259695,26.86465356,4672279.596,488826.554,3,"Northwest",0.5,"10",NA,NA,NA,"Other","quartz stones on the top, kamenen kozhuch ?","No",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8546_1.jpg''}}","5 - extinct or near extinct","","Looting","agriculture","4 - minimal","Agriculture","Last year",NA,NA,NA,"POINT(488826.553991 4672279.595748)"
"599",9805,"Amy Tanswell",2018-09-20,"Surface Scatter","","Survey","Open-air settlement situated in an agricultural field on the south bank of the Popovska River.","Annual agriculture","Annual agriculture",42.13512266,26.81458978,4664795.548,484677.2916,3,"Southwest",0.01,"NA",NA,NA,NA,"Artefact scatter AC (North end); small amount of pottery (South), more concentrated at South end (Wheel made pottery, brick, and tile fragments)","harrowed","Yes (Bolyarovo 3)",NA,NA,"0 - No observation","","Agriculture",NA,"No observation","No observation","No observation",NA,NA,NA,"POINT(484677.291641 4664795.548386)"
"600",8547,"Bara Weissova",2018-09-20,"Burial Mound","","Legacy verification","seems to be only ploughed over but then we encountered a filled in RT with heaps of AC on top","Annual agriculture","Annual agriculture",42.19691648,26.85248099,4671650.544,487820.5637,3,"Northeast",3,"45",NA,NA,NA,NA,"heaps of AC above covered RT","Yes",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8547_1.jpg''}}","4 - seriously damaged","","Looting","agriculture","4 - minimal","Looting","Last week","01, oval, 2.5,3, no measurable depth","filled in with earth","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8547_1.jpg''}}","POINT(487820.563747 4671650.544228)"
