"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact"
"497",8100,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-10,"35",NA,"4","2 - minor damage","Looting"
"498",9510,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-10,"20",16,"3","2 - minor damage","Animal activity"
"499",9511,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-10,"17",14,"2","4 - seriously damaged","Looting"
"500",9512,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-10,"20",14.5,"1.2","4 - seriously damaged","Looting"
"501",8101,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-10,"12",10,"0.5","5 - extinct or near extinct","Looting"
"502",8102,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-10,"20",15,"0.5","5 - extinct or near extinct","Excavation"
"503",8300,"Legacy verification","Extinct Burial Mound","Annual agriculture","Scrub",2017-09-10,"15",11,"0.5","5 - extinct or near extinct","Agriculture"
"504",9513,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-10,"28",21,"2","3 - damaged","Agriculture"
"505",8301,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-10,"17",12,"2.3","2 - minor damage","Post-depositional"
"506",8103,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2017-09-10,"0",0,"0","5 - extinct or near extinct","No observation"
"507",8104,"Legacy verification","Uncertain Mound","Scrub","Scrub",2017-09-10,"0",0,"0","5 - extinct or near extinct","No observation"
"508",8302,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-10,"15",NA,"1.5","0 - No observation","Other"
"509",8105,"Legacy verification","Uncertain Mound","Forest","Forest",2017-09-10,"15",10,"3","1 - pristine","No observation"
"510",9514,"Survey","Uncertain Mound","Scrub","Scrub",2017-09-10,"11",8,"1.5","4 - seriously damaged","Looting"
"511",8303,"Legacy verification","Burial Mound","Perennial agriculture","Pasture",2017-09-10,"22",NA,"2.7","1 - pristine","Agriculture"
"512",9515,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-11,"40",42,"1.6","3 - damaged","Agriculture"
"513",8304,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-11,"13",12,"1.4","3 - damaged","Agriculture"
"514",8106,"Legacy verification","Burial Mound","Annual agriculture","Perennial agriculture",2017-09-11,"55",50,"1.5","3 - damaged","Agriculture"
"515",8305,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-11,"22",16,"0.7","3 - damaged","Agriculture"
"516",9516,"Legacy verification","Uncertain Mound","Annual agriculture","Scrub",2017-09-11,"14",8,"1","3 - damaged","Agriculture"
"517",8306,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-11,"22",7,"1","4 - seriously damaged","Agriculture"
"518",8107,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-11,"20",11,"0.3","4 - seriously damaged","Looting"
"519",9517,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-11,"25",20,"1","4 - seriously damaged","Agriculture"
"520",8108,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2017-09-11,"0",0,"0","5 - extinct or near extinct","Looting"
"521",9518,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-11,"35",30,"0.9","3 - damaged","Agriculture"
"522",8109,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",2017-09-11,"20",12,"0.2","5 - extinct or near extinct","Looting"
"523",8307,"Legacy verification","Extinct Burial Mound","Other","Other",2017-09-11,"35",30,"0.5","5 - extinct or near extinct","Agriculture"
"524",8308,"Survey","Uncertain Mound","Other","Other",2017-09-11,"15",12,"0.5","5 - extinct or near extinct","Agriculture"
"525",9519,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-11,"28",25,"1.8","4 - seriously damaged","Looting"
"526",8309,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-11,"18",10,"1","5 - extinct or near extinct","Looting"
"527",8110,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2017-09-11,"35",40,"1.8","3 - damaged","Agriculture"
"528",8310,"Survey","Uncertain Mound","Annual agriculture","Scrub",2017-09-11,"25",25,"1","4 - seriously damaged","Excavation"
"529",9520,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-11,"15",12,"0.5","4 - seriously damaged","Looting"
"530",8111,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-11,"25",22,"2.3","2 - minor damage","Animal activity"
"531",8311,"Survey","Uncertain Mound","Annual agriculture","Scrub",2017-09-11,"20",19,"0.3","5 - extinct or near extinct","Other"
"532",9521,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-11,"18",16,"1.4","4 - seriously damaged","Looting"
"533",8312,"Survey","Uncertain Mound","Annual agriculture","Scrub",2017-09-11,"10",8,"0.4","5 - extinct or near extinct","Agriculture"
"534",8313,"Survey","Uncertain Mound","Annual agriculture","Scrub",2017-09-11,"16",13,"1.2","5 - extinct or near extinct","Agriculture"
"535",8112,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-11,"25",25,"1.5","2 - minor damage","Looting"
"536",8314,"Survey","Uncertain Mound","Annual agriculture","Scrub",2017-09-11,"22",15,"0.5","5 - extinct or near extinct","Agriculture"
"537",9522,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-11,"55",50,"1.9","4 - seriously damaged","Looting"
"538",8113,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-11,"30",30,"1","1 - pristine","No observation"
"539",8315,"Survey","Uncertain Mound","Annual agriculture","Scrub",2017-09-11,"25",19,"0.5","5 - extinct or near extinct","Agriculture"
"540",9523,"Legacy verification","Burial Mound","Pasture","Scrub",2017-09-11,"33",30,"3","2 - minor damage","Post-depositional"
"541",8114,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-11,"40",25,"1","4 - seriously damaged","Looting"
"542",8316,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",2017-09-11,"25",20,"2.3","2 - minor damage","Looting"
"543",8115,"Legacy verification","Burial Mound","Scrub","Pasture",2017-09-11,"30",10,"2","2 - minor damage","Looting"
"544",8317,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-11,"36",NA,"3","4 - seriously damaged","Looting"
"545",9524,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-11,"25",28,"1.8","4 - seriously damaged","Looting"
"546",8116,"Survey","Uncertain Mound","Scrub","Scrub",2017-09-11,"40",40,"0.2","5 - extinct or near extinct","Looting"
"547",9525,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-11,"35",30,"2","4 - seriously damaged","Looting"
"548",9526,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-11,"40",35,"2.3","1 - pristine","No observation"
"549",8318,"Survey","Uncertain Mound","Scrub","Other",2017-09-11,"10",8,"0.5","5 - extinct or near extinct","Other"
"550",9527,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-11,"30",25,"1.2","4 - seriously damaged","Looting"
"551",8319,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-11,"16",11,"1.7","4 - seriously damaged","Looting"
"552",9528,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-11,"40",35,"1.9","2 - minor damage","Looting"
"553",9529,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-11,"30",25,"1.9","4 - seriously damaged","Looting"
"554",8320,"Survey","Uncertain Mound","Scrub","Scrub",2017-09-11,"16",9,"0.4","5 - extinct or near extinct","Excavation"
"555",9530,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-11,"42",40,"4","4 - seriously damaged","Looting"
"556",8321,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-11,"23",20,"2.2","2 - minor damage","Excavation"
"557",8117,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",2017-09-11,"15",5,"0","5 - extinct or near extinct","Agriculture"
"558",8322,"Survey","Uncertain Mound","Annual agriculture","Other",2017-09-11,"9",6,"0.4","5 - extinct or near extinct","Excavation"
"559",9531,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-11,"19",16,"0.8","3 - damaged","Looting"
"560",8323,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-11,"30",25,"1.4","5 - extinct or near extinct","Agriculture"
"561",8324,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-11,"25",20,"0.8","5 - extinct or near extinct","Agriculture"
"562",8325,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"28",25,"1.5","3 - damaged","Agriculture"
"563",8326,"Legacy verification","Surface Scatter","Annual agriculture","Scrub",2017-09-12,"150",NA,"0.5","5 - extinct or near extinct","Excavation"
"564",8327,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"20",NA,"0.5","5 - extinct or near extinct","Agriculture"
"565",9532,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-12,"30",30,"2.2","4 - seriously damaged","Looting"
"566",8328,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"25",NA,"1","4 - seriously damaged","Agriculture"
"567",8329,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"25",20,"0.5","5 - extinct or near extinct","Agriculture"
"568",8330,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"23",NA,"0.8","4 - seriously damaged","Agriculture"
"569",9533,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"25",20,"1.6","2 - minor damage","Agriculture"
"570",8118,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-12,"50",50,"3.5","1 - pristine","No observation"
"571",8331,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"20",18,"0.8","4 - seriously damaged","Agriculture"
"572",9534,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"22",18,"1.5","3 - damaged","Agriculture"
"573",8119,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-12,"50",45,"3","2 - minor damage","Looting"
"574",8332,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"15",NA,"0.6","5 - extinct or near extinct","Agriculture"
"575",9535,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"24",22,"1.8","3 - damaged","Agriculture"
"576",8333,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"10",NA,"0.1","5 - extinct or near extinct","Agriculture"
"577",8334,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"7",4,"0","5 - extinct or near extinct","Agriculture"
"578",8335,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"40",NA,"2.4","3 - damaged","Agriculture"
"579",8336,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"20",18,"0.8","4 - seriously damaged","Agriculture"
"580",9536,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"19",14,"0.6","4 - seriously damaged","Agriculture"
"581",8337,"Legacy verification","Uncertain Mound","Annual agriculture","Annual agriculture",2017-09-12,"40",NA,"0.7","5 - extinct or near extinct","Agriculture"
"582",8120,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"55",50,"1.5","3 - damaged","Agriculture"
"583",9537,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"17",15,"0.5","4 - seriously damaged","Agriculture"
"584",8121,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"55",50,"0.5","5 - extinct or near extinct","Agriculture"
"585",8338,"Legacy verification","Uncertain Mound","Scrub","Scrub",2017-09-12,"35",NA,"6","4 - seriously damaged","Excavation"
"586",9538,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"15",15,"1.5","4 - seriously damaged","Agriculture"
"587",8339,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-12,"26",20,"1.5","1 - pristine","No observation"
"588",8122,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"50",40,"0.5","5 - extinct or near extinct","Agriculture"
"589",8340,"Legacy verification","Burial Mound","Scrub","Other",2017-09-12,"50",NA,"7","2 - minor damage","Excavation"
"590",9539,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"20",NA,"1","4 - seriously damaged","Agriculture"
"591",8123,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"30",30,"0.4","5 - extinct or near extinct","Agriculture"
"592",9540,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"18",NA,"1","5 - extinct or near extinct","Agriculture"
"593",8124,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"50",50,"0.5","5 - extinct or near extinct","Agriculture"
"594",8125,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"0",0,"0","5 - extinct or near extinct","Agriculture"
"595",9541,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"10",NA,"0.1","5 - extinct or near extinct","Agriculture"
"596",8341,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-12,"15",NA,"1.75","2 - minor damage","Looting"
"597",8126,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"0",0,"0","5 - extinct or near extinct","Agriculture"
"598",8342,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-12,"10",NA,"1.5","3 - damaged","Road cut"
"599",8127,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"30",20,"0","5 - extinct or near extinct","Agriculture"
"600",8343,"Legacy verification","Uncertain Feature","Scrub","Scrub",2017-09-12,"15",12,"1.4","3 - damaged","Road cut"
"601",8344,"Legacy verification","Uncertain Mound","Scrub","Scrub",2017-09-12,"0",NA,"0","0 - No observation","No observation"
"602",8128,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2017-09-12,"0",0,"0","0 - No observation","No observation"
"603",9542,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"0",NA,"0","0 - No observation","No observation"
"604",9543,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"0",NA,"0","0 - No observation","No observation"
"605",9544,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"0",NA,"0","0 - No observation","No observation"
"606",9545,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"0",NA,"0","0 - No observation","Looting"
"607",9546,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-12,"0",NA,"0","0 - No observation","Agriculture"
"608",9547,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"25",20,"3","3 - damaged","Looting"
"609",9548,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"0",NA,"0","0 - No observation","No observation"
"610",9549,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"17",15,"1","3 - damaged","Agriculture"
"611",9550,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"30",25,"2","3 - damaged","Looting"
"612",9551,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"28",25,"2","4 - seriously damaged","Looting"
"613",9552,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"35",30,"2.2","3 - damaged","Looting"
"614",9553,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"18",18,"1.6","4 - seriously damaged","Looting"
"615",8345,"Legacy verification","Extinct Burial Mound","Other","Other",2017-09-13,"0",NA,"0","5 - extinct or near extinct","Excavation"
"616",8346,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"21",16,"1","2 - minor damage","Post-depositional"
"617",9554,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-13,"25",25,"1.5","4 - seriously damaged","Agriculture"
"618",8129,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"30",30,"4","3 - damaged","Looting"
"619",8347,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"17",NA,"1.2","1 - pristine","Post-depositional"
"620",8348,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"15",NA,"1.5","2 - minor damage","Looting"
"621",8130,"Survey","Burial Mound","Pasture","Pasture",2017-09-13,"35",30,"2.5","3 - damaged","Looting"
"622",8349,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"17",NA,"1.75","2 - minor damage","Looting"
"623",8350,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"18",NA,"1.2","2 - minor damage","Post-depositional"
"624",9555,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-13,"17",15,"0.9","3 - damaged","Agriculture"
"625",8131,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"30",25,"1.8","4 - seriously damaged","Looting"
"626",9556,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-13,"200",200,"0","2 - minor damage","No observation"
"627",8351,"Legacy verification","Burial Mound","Scrub","Pasture",2017-09-13,"30",NA,"3","2 - minor damage","Post-depositional"
"628",9557,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",2017-09-13,"17",15,"1.6","2 - minor damage","Agriculture"
"629",8132,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"35",35,"4.5","2 - minor damage","Construction"
"630",9558,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",2017-09-13,"25",24,"1.5","3 - damaged","Agriculture"
"631",8133,"Legacy verification","Burial Mound","Other","Other",2017-09-13,"45",40,"1","2 - minor damage","Other"
"632",8352,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-13,"24",NA,"1.3","2 - minor damage","Agriculture"
"633",8134,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"35",30,"1.8","3 - damaged","Looting"
"634",8353,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-13,"25",NA,"3.2","2 - minor damage","Looting"
"635",9559,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-13,"15",15,"0.8","3 - damaged","Agriculture"
"636",8135,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"25",13,"1","4 - seriously damaged","Looting"
"637",8136,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"45",40,"1.8","2 - minor damage","Other"
"638",9560,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-13,"40",40,"1.3","3 - damaged","Agriculture"
"639",8354,"Legacy verification","Burial Mound","Perennial agriculture","Pasture",2017-09-13,"20",NA,"1","2 - minor damage","Road cut"
"640",8355,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",2017-09-13,"26",NA,"2","2 - minor damage","Other"
"641",8137,"Legacy verification","Burial Mound","Scrub","Pasture",2017-09-13,"20",15,"0.3","5 - extinct or near extinct","Construction"
"642",9561,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-13,"35",30,"5","3 - damaged","Looting"
"643",8356,"Legacy verification","Burial Mound","Perennial agriculture","Pasture",2017-09-13,"26",20,"2","1 - pristine","Looting"
"644",9562,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-13,"18",14,"2","3 - damaged","Looting"
"645",9563,"Legacy verification","Other","Pasture","Scrub",2017-09-13,"100",90,"10","2 - minor damage","Post-depositional"
"646",8138,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-13,"40",35,"0.3","5 - extinct or near extinct","Agriculture"
"647",8357,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"32",NA,"3","1 - pristine","No observation"
"648",9564,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-13,"24",20,"1.4","3 - damaged","Post-depositional"
"649",9565,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-13,"20",18,"0.5","3 - damaged","Agriculture"
"650",9566,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-13,"40",40,"6","4 - seriously damaged","Looting"
"651",8139,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-13,"0",0,"0","5 - extinct or near extinct","Construction"
"652",8140,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2017-09-13,"0",0,"0","5 - extinct or near extinct","Construction"
"653",8358,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-13,"0",NA,"0","5 - extinct or near extinct","Agriculture"
"654",9567,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-13,"18",18,"0.8","2 - minor damage","Agriculture"
"655",8142,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-13,"40",35,"4","2 - minor damage","Looting"
"656",8359,"Legacy verification","Uncertain Mound","Scrub","Pasture",2017-09-13,"23",NA,"2.5","1 - pristine","Post-depositional"
"657",8143,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-13,"50",50,"0.8","4 - seriously damaged","Agriculture"
"658",8144,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-13,"0",0,"0","0 - No observation","Agriculture"
"659",9568,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-13,"0",NA,"0","0 - No observation","No observation"
"660",9569,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"18",15,"1","3 - damaged","Agriculture"
"661",9570,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-14,"22",20,"2.4","2 - minor damage","Agriculture"
"662",9571,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"25",20,"1.5","3 - damaged","Agriculture"
"663",9572,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"19",19,"0.8","2 - minor damage","Agriculture"
"664",8360,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"40",NA,"1.4","3 - damaged","Agriculture"
"665",9573,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"15",15,"0.9","2 - minor damage","Agriculture"
"666",8361,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"50",NA,"1.2","4 - seriously damaged","Excavation"
"667",9574,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"18",18,"2.4","2 - minor damage","Agriculture"
"668",8145,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",2017-09-14,"60",50,"3.5","3 - damaged","Agriculture"
"669",9575,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-14,"27",25,"2.6","2 - minor damage","Agriculture"
"670",9576,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"17",17,"0.5","3 - damaged","Agriculture"
"671",9577,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"16",16,"0.5","2 - minor damage","Agriculture"
"672",8146,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"0",NA,"0","5 - extinct or near extinct","Agriculture"
"673",8362,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",2017-09-14,"35",NA,"3.5","3 - damaged","Road cut"
"674",8363,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",2017-09-14,"35",NA,"4","1 - pristine","Post-depositional"
"675",9578,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"0",0,"0.2","4 - seriously damaged","Agriculture"
"676",9579,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"14",13,"0.4","3 - damaged","Agriculture"
"677",8147,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-14,"60",50,"3.5","3 - damaged","Agriculture"
"678",8364,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"30",NA,"1.4","3 - damaged","Agriculture"
"679",8365,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"35",30,"1.1","3 - damaged","Agriculture"
"680",9580,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"22",20,"0.8","2 - minor damage","Agriculture"
"681",8366,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-14,"45",NA,"6","2 - minor damage","Excavation"
"682",8148,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"0",0,"0","5 - extinct or near extinct","Agriculture"
"683",8367,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-14,"35",30,"2.7","2 - minor damage","Construction"
"684",9581,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"15",15,"0.4","3 - damaged","Agriculture"
"685",8368,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"25",NA,"0.5","4 - seriously damaged","Agriculture"
"686",8369,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"25",NA,"1.65","3 - damaged","Agriculture"
"687",8370,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"30",NA,"1.8","2 - minor damage","Agriculture"
"688",8371,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"33",NA,"1.6","3 - damaged","Agriculture"
"689",8372,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-14,"30",NA,"6.5","1 - pristine","Post-depositional"
"690",8373,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"26",NA,"1","3 - damaged","Agriculture"
"691",8149,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-14,"36",30,"3","4 - seriously damaged","Looting"
"692",8374,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"25",NA,"1.5","3 - damaged","Agriculture"
"693",8375,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"26",NA,"1.3","3 - damaged","Agriculture"
"694",9582,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"18",17,"0.4","3 - damaged","Agriculture"
"695",8376,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"28",NA,"1.45","2 - minor damage","Agriculture"
"696",8377,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-14,"25",NA,"3.5","2 - minor damage","Looting"
"697",9583,"Legacy verification","Burial Mound","Urban","Pasture",2017-09-14,"14",13,"0.6","3 - damaged","Urban development"
"698",8150,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"60",55,"1.5","3 - damaged","Agriculture"
"699",8378,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"30",NA,"1.3","3 - damaged","Agriculture"
"700",8379,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"25",NA,"1.3","3 - damaged","Agriculture"
"701",8380,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"18",NA,"0.8","4 - seriously damaged","Agriculture"
"702",9584,"Legacy verification","Burial Mound","Urban","Pasture",2017-09-14,"19",18,"2","4 - seriously damaged","Looting"
"703",8381,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"0",NA,"0","5 - extinct or near extinct","No observation"
"704",8151,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"55",50,"0.8","3 - damaged","Agriculture"
"705",9585,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-14,"30",30,"2.6","4 - seriously damaged","Looting"
