"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact"
"1139",9722,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2018-09-26,"0",NA,"0","5 - extinct or near extinct","Looting"
"1140",8711,"Survey","Other","Pasture","Pasture",2018-09-26,"8",4,"2.2","0 - No observation","Other"
"1141",9723,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-26,"20",NA,"1","3 - damaged","Looting"
"1142",8712,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-26,"8",NA,"0.8","1 - pristine","Post-depositional"
"1143",9724,"Legacy verification","Burial Mound","Scrub","Pasture",2018-09-26,"35",NA,"4","4 - seriously damaged","Looting"
"1144",9725,"Survey","Burial Mound","Scrub","Scrub",2018-09-26,"35",NA,"3","4 - seriously damaged","Looting"
"1145",9726,"Survey","Burial Mound","Scrub","Scrub",2018-09-26,"20",15,"1","4 - seriously damaged","Looting"
"1146",9727,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-26,"15",10,"0.5","4 - seriously damaged","Looting"
"1147",9728,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-27,"80",20,"1.5","4 - seriously damaged","Excavation"
"1148",9820,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation"
"1149",9729,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-27,"45",40,"2","2 - minor damage","Looting"
"1150",9730,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2018-09-27,"0",NA,"0","5 - extinct or near extinct","Construction"
"1151",9821,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation"
"1152",9731,"Legacy verification","Burial Mound","Forest","Forest",2018-09-27,"15",15,"1","3 - damaged","Other"
"1153",9822,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation"
"1154",9732,"Legacy verification","Burial Mound","Scrub","Annual agriculture",2018-09-27,"32",30,"4","4 - seriously damaged","Looting"
"1155",9823,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation"
"1156",9733,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-27,"17",NA,"0.5","3 - damaged","Looting"
"1157",9824,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation"
"1158",8713,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-28,"25",15,"2.5","3 - damaged","Agriculture"
"1159",8714,"Legacy verification","Burial Mound","Scrub","Pasture",2018-09-28,"18",NA,"1.7","2 - minor damage","Other"
"1160",8715,"Survey","Burial Mound","Pasture","Pasture",2018-09-28,"16",NA,"1.2","4 - seriously damaged","Other"
"1161",8716,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"25",NA,"3","3 - damaged","Looting"
"1162",9734,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-28,"10",10,"1","4 - seriously damaged","Looting"
"1163",8717,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"70",NA,"2.5","1 - pristine","Post-depositional"
"1164",8718,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"12",NA,"1.2","5 - extinct or near extinct","Looting"
"1165",8719,"Survey","Burial Mound","Pasture","Pasture",2018-09-28,"8",NA,"1","2 - minor damage","Anthropogenic"
"1166",9735,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-28,"50",NA,"1","4 - seriously damaged","Construction"
"1167",8720,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"30",NA,"8","2 - minor damage","Construction"
"1168",9736,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-28,"30",NA,"1","4 - seriously damaged","Looting"
"1169",8721,"Survey","Extinct Burial Mound","Pasture","Scrub",2018-09-28,"35",NA,"2.5","4 - seriously damaged","Construction"
"1170",8722,"Survey","Extinct Burial Mound","Pasture","Pasture",2018-09-28,"11",NA,"1","3 - damaged","Construction"
"1171",9737,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-28,"40",NA,"1","4 - seriously damaged","Anthropogenic"
"1172",8723,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"35",NA,"3.5","3 - damaged","Looting"
"1173",8724,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-28,"0",NA,"0","5 - extinct or near extinct","No observation"
"1174",8725,"Survey","Other","Pasture","Pasture",2018-09-28,"15",NA,"2","0 - No observation","No observation"
"1175",8726,"Survey","Other","Pasture","Pasture",2018-09-28,"12",NA,"1","0 - No observation","Construction"
"1176",8727,"Legacy verification","Burial Mound","Pasture","Other",2018-09-28,"16",NA,"2.2","4 - seriously damaged","Looting"
"1177",8728,"Survey","Burial Mound","Pasture","Other",2018-09-28,"18",NA,"1.8","2 - minor damage","Looting"
"1178",8729,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-28,"30",NA,"2.4","2 - minor damage","Agriculture"
"1179",8730,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-28,"25",NA,"3","2 - minor damage","Other"
"1180",8731,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-28,"30",NA,"3.5","3 - damaged","Looting"
"1181",8732,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-28,"200",NA,"0","2 - minor damage","No observation"
