"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","OBJECTID","geometry"
"520",8365,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",30,"1.1","3 - damaged","Agriculture",0,NA,478406.787334628,4721170.31935759,15,c(478406.787334628, 4721170.31935759)
"521",8366,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"45",NA,"6","2 - minor damage","Excavation",0,NA,478467.168738987,4721210.41447063,15,c(478467.168738987, 4721210.41447063)
"522",8148,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture",0,NA,477957.313059769,4715836.30623591,15,c(477957.313059769, 4715836.30623591)
"523",8367,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"35",30,"2.7","2 - minor damage","Construction",0,NA,478488.377535748,4721296.5187472,15,c(478488.377535748, 4721296.5187472)
"524",8368,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"0.5","4 - seriously damaged","Agriculture",0,NA,478493.642335896,4721160.71739979,15,c(478493.642335896, 4721160.71739979)
"525",8369,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.65","3 - damaged","Agriculture",0,NA,478599.278392274,4721185.11194184,15,c(478599.278392274, 4721185.11194184)
"526",8370,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"1.8","2 - minor damage","Agriculture",0,NA,478584.25814312,4721186.46417819,15,c(478584.25814312, 4721186.46417819)
"527",8371,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"33",NA,"1.6","3 - damaged","Agriculture",0,NA,478627.307881497,4721260.57658456,15,c(478627.307881497, 4721260.57658456)
"528",8372,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"30",NA,"6.5","1 - pristine","Post-depositional",0,NA,478647.258482268,4721203.41927968,15,c(478647.258482268, 4721203.41927968)
"529",8373,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"26",NA,"1","3 - damaged","Agriculture",0,NA,478691.156171524,4721232.00093092,15,c(478691.156171524, 4721232.00093092)
"530",8149,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"36",30,"3","4 - seriously damaged","Looting",0,NA,475933.06731553,4712588.04603483,15,c(475933.06731553, 4712588.04603483)
"531",8374,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.5","3 - damaged","Agriculture",0,NA,478748.957306506,4721233.90113608,15,c(478748.957306506, 4721233.90113608)
"532",8375,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"26",NA,"1.3","3 - damaged","Agriculture",0,NA,478802.44734793,4721245.52788824,15,c(478802.44734793, 4721245.52788824)
"533",8376,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",NA,"1.45","2 - minor damage","Agriculture",0,NA,478866.31627636,4721223.9838902,15,c(478866.31627636, 4721223.9838902)
"534",8377,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"25",NA,"3.5","2 - minor damage","Looting",0,NA,478932.369283646,4721297.05758373,15,c(478932.369283646, 4721297.05758373)
"535",8150,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"1.5","3 - damaged","Agriculture",0,NA,475844.274714238,4711752.06024896,15,c(475844.274714238, 4711752.06024896)
"536",8378,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"1.3","3 - damaged","Agriculture",0,NA,478825.001832779,4721306.06263121,15,c(478825.001832779, 4721306.06263121)
"537",8379,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.3","3 - damaged","Agriculture",0,NA,478731.405766496,4721349.94773421,15,c(478731.405766496, 4721349.94773421)
"538",8380,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",NA,"0.8","4 - seriously damaged","Agriculture",0,NA,478719.885910306,4721393.63944953,15,c(478719.885910306, 4721393.63944953)
"539",8381,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","5 - extinct or near extinct","No observation",0,NA,478998.367519144,4721381.46617886,15,c(478998.367519144, 4721381.46617886)
"540",8151,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"0.8","3 - damaged","Agriculture",0,NA,476659.209211989,4712925.84396171,15,c(476659.209211989, 4712925.84396171)
"541",8152,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",35,"1","4 - seriously damaged","Agriculture",0,NA,477794.404517551,4713148.79124405,15,c(477794.404517551, 4713148.79124405)
"542",8153,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"0.8","4 - seriously damaged","Agriculture",0,NA,475068.712930918,4713841.87789654,15,c(475068.712930918, 4713841.87789654)
"543",8382,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"150",NA,"0","3 - damaged","Agriculture",0,NA,478685.362891486,4722257.17836737,15,c(478685.362891486, 4722257.17836737)
"544",8154,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"1","4 - seriously damaged","Agriculture",0,NA,472805.869810186,4715990.22426179,15,c(472805.869810186, 4715990.22426179)
"545",8383,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"150",NA,"0","0 - No observation","Agriculture",0,NA,477875.373565616,4722238.32635677,15,c(477875.373565616, 4722238.32635677)
"546",8384,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"25",NA,"2.5","2 - minor damage","Anthropogenic",0,NA,477664.831926127,4722134.72243482,15,c(477664.831926127, 4722134.72243482)
"547",8385,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"30",NA,"3","2 - minor damage","Looting",0,NA,477675.724796951,4722032.17266746,15,c(477675.724796951, 4722032.17266746)
"548",8155,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture",0,NA,474557.794241906,4717838.07153917,15,c(474557.794241906, 4717838.07153917)
"549",8386,"Legacy verification","Extinct Burial Mound","Scrub","Pasture",NA,"30",NA,"3","5 - extinct or near extinct","Urban development",0,NA,477683.734470827,4721977.04635554,15,c(477683.734470827, 4721977.04635554)
"550",8156,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",60,"0.8","4 - seriously damaged","Agriculture",0,NA,475207.949246832,4717685.34424535,15,c(475207.949246832, 4717685.34424535)
"551",9586,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"45",45,"7","2 - minor damage","Looting",0,NA,468262.304151316,4685172.1385389,15,c(468262.304151316, 4685172.1385389)
"552",9587,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2","4 - seriously damaged","Agriculture",0,NA,468291.038538277,4685248.39461574,15,c(468291.038538277, 4685248.39461574)
"553",9588,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"45",40,"7","2 - minor damage","Looting",0,NA,468127.450192574,4684968.25894983,15,c(468127.450192574, 4684968.25894983)
"554",8387,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"33",NA,"2.8","2 - minor damage","Looting",0,NA,474325.900454107,4690981.96482896,15,c(474325.900454107, 4690981.96482896)
"555",8157,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",50,"0.8","4 - seriously damaged","Agriculture",0,NA,474947.473183305,4691268.01523234,15,c(474947.473183305, 4691268.01523234)
"556",8388,"Legacy verification","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"15",NA,"0.4","4 - seriously damaged","Agriculture",0,NA,474267.467656511,4690903.72348126,15,c(474267.467656511, 4690903.72348126)
"557",9589,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"15",13,"1","2 - minor damage","Post-depositional",0,NA,468049.788157039,4684848.36755908,15,c(468049.788157039, 4684848.36755908)
"558",8389,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",NA,"1","3 - damaged","Agriculture",0,NA,474221.338038454,4690916.66365329,15,c(474221.338038454, 4690916.66365329)
"559",9590,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"19",18,"1.5","2 - minor damage","Post-depositional",0,NA,468023.671458327,4684781.60424235,15,c(468023.671458327, 4684781.60424235)
"560",8390,"Legacy verification","Burial Mound","Annual agriculture","Other",NA,"32",NA,"0.8","4 - seriously damaged","Road cut",0,NA,474089.406275127,4690957.9471234,15,c(474089.406275127, 4690957.9471234)
"561",8391,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",NA,"1.5","3 - damaged","Agriculture",0,NA,474000.34842697,4690909.19644018,15,c(474000.34842697, 4690909.19644018)
"562",9591,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"1.5","2 - minor damage","Agriculture",0,NA,467740.928898927,4684136.99939932,15,c(467740.928898927, 4684136.99939932)
"563",8158,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",30,"1","1 - pristine","No observation",0,NA,480532.485900715,4695137.24695613,15,c(480532.485900715, 4695137.24695613)
"564",9592,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",18,"1.1","2 - minor damage","Agriculture",0,NA,467737.889792048,4683859.66742866,15,c(467737.889792048, 4683859.66742866)
"565",9593,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"16",16,"0.9","3 - damaged","Agriculture",0,NA,467741.05261764,4683764.73368166,15,c(467741.05261764, 4683764.73368166)
"566",8392,"Legacy verification","Burial Mound","Annual agriculture","Other",NA,"35",NA,"1.2","4 - seriously damaged","Construction",0,NA,473034.670572593,4690768.351774,15,c(473034.670572593, 4690768.351774)
"567",9594,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"17",17,"0.9","2 - minor damage","Agriculture",0,NA,467750.735359325,4683731.33131809,15,c(467750.735359325, 4683731.33131809)
"568",9595,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"14",14,"0.8","2 - minor damage","Agriculture",0,NA,467714.551580069,4683729.31473742,15,c(467714.551580069, 4683729.31473742)
"569",9596,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"17",17,"0.9","2 - minor damage","Agriculture",0,NA,467689.932608011,4683664.4967421,15,c(467689.932608011, 4683664.4967421)
"570",8393,"Legacy verification","Burial Mound","Annual agriculture","Other",NA,"30",NA,"1.2","4 - seriously damaged","Construction",0,NA,472530.146416601,4690134.59282684,15,c(472530.146416601, 4690134.59282684)
"571",8159,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"35",25,"2.5","3 - damaged","Looting",0,NA,478210.925362276,4690944.91279692,15,c(478210.925362276, 4690944.91279692)
"572",9597,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"24",24,"3.5","2 - minor damage","Agriculture",0,NA,467908.607284797,4684556.72695929,15,c(467908.607284797, 4684556.72695929)
"573",8394,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"0.3","5 - extinct or near extinct","Agriculture",0,NA,472398.365596591,4690024.55962367,15,c(472398.365596591, 4690024.55962367)
"574",9598,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"19",18,"1.6","2 - minor damage","Agriculture",0,NA,467582.855443784,4684648.10759999,15,c(467582.855443784, 4684648.10759999)
"575",8395,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",NA,"2.5","3 - damaged","Agriculture",0,NA,471824.539660612,4689525.11627066,15,c(471824.539660612, 4689525.11627066)
"576",9599,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"29",29,"5","3 - damaged","Looting",0,NA,467515.757591864,4684680.02821278,15,c(467515.757591864, 4684680.02821278)
"577",8396,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","5 - extinct or near extinct","Agriculture",0,NA,471712.585623367,4688891.04130134,15,c(471712.585623367, 4688891.04130134)
"578",8160,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"40",40,"3.5","2 - minor damage","Animal activity",0,NA,476717.900974709,4691563.52448542,15,c(476717.900974709, 4691563.52448542)
"579",9600,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",17,"1.6","3 - damaged","Agriculture",0,NA,467225.258906916,4685138.30409669,15,c(467225.258906916, 4685138.30409669)
"580",8397,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",NA,"2.3","3 - damaged","Agriculture",0,NA,471460.803885398,4688262.39467552,15,c(471460.803885398, 4688262.39467552)
"581",9601,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"24",20,"3.5","3 - damaged","Looting",0,NA,466895.399383715,4685357.6562901,15,c(466895.399383715, 4685357.6562901)
"582",8161,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"50",45,"2","0 - No observation","No observation",0,NA,476991.700692832,4691395.39657615,15,c(476991.700692832, 4691395.39657615)
"583",9602,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",15,"0.4","3 - damaged","Agriculture",0,NA,466938.920253515,4685363.10834343,15,c(466938.920253515, 4685363.10834343)
"584",9603,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",15,"0.4","3 - damaged","Agriculture",0,NA,467025.299787452,4685330.14090492,15,c(467025.299787452, 4685330.14090492)
"585",8398,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"27",NA,"1.7","4 - seriously damaged","Agriculture",0,NA,470974.612419183,4688535.33296725,15,c(470974.612419183, 4688535.33296725)
"586",8399,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.4","4 - seriously damaged","Agriculture",0,NA,470908.280311337,4688507.43895397,15,c(470908.280311337, 4688507.43895397)
"587",8162,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",50,"0.8","4 - seriously damaged","Looting",0,NA,476348.52490791,4690821.14272483,15,c(476348.52490791, 4690821.14272483)
"588",8400,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"34",NA,"2","3 - damaged","Agriculture",0,NA,470652.220758768,4688405.41619937,15,c(470652.220758768, 4688405.41619937)
"589",9604,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"19",19,"1.6","3 - damaged","Agriculture",0,NA,467965.18949102,4685488.33666267,15,c(467965.18949102, 4685488.33666267)
"590",9605,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"19",15,"1.5","3 - damaged","Agriculture",0,NA,468324.590803515,4686609.74247998,15,c(468324.590803515, 4686609.74247998)
"591",9606,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"20",18,"1.9","2 - minor damage","Agriculture",0,NA,468131.320362023,4686902.49481128,15,c(468131.320362023, 4686902.49481128)
"592",9607,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"0.8","2 - minor damage","Agriculture",0,NA,467917.590426268,4687152.12154325,15,c(467917.590426268, 4687152.12154325)
"593",9608,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"26",24,"2","4 - seriously damaged","Looting",0,NA,467875.19745622,4687214.53585626,15,c(467875.19745622, 4687214.53585626)
"594",8401,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"0.8","4 - seriously damaged","Agriculture",0,NA,470662.869812788,4687144.21496302,15,c(470662.869812788, 4687144.21496302)
"595",9609,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"25",22,"2","3 - damaged","Looting",0,NA,467941.121966786,4687185.03765849,15,c(467941.121966786, 4687185.03765849)
"596",8163,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"0.5","4 - seriously damaged","Agriculture",0,NA,475445.479067803,4689748.1371404,15,c(475445.479067803, 4689748.1371404)
"597",9610,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",17,"1.4","3 - damaged","Agriculture",0,NA,467979.908386977,4687176.22714093,15,c(467979.908386977, 4687176.22714093)
"598",9611,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"27",25,"2.8","3 - damaged","Looting",0,NA,467942.075665539,4687252.33118123,15,c(467942.075665539, 4687252.33118123)
"599",9612,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"23",22,"2","4 - seriously damaged","Looting",0,NA,467947.906570914,4687293.7505422,15,c(467947.906570914, 4687293.7505422)
"600",9613,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"25",23,"2.1","2 - minor damage","Agriculture",0,NA,467967.187258564,4687319.94618438,15,c(467967.187258564, 4687319.94618438)
"601",8165,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"50",50,"4.5","2 - minor damage","Animal activity",0,NA,475932.190859585,4688977.37254429,15,c(475932.190859585, 4688977.37254429)
"602",8166,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",0,"0","0 - No observation","Agriculture",0,NA,475955.85977725,4688955.64345262,15,c(475955.85977725, 4688955.64345262)
"603",8167,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"2","3 - damaged","Agriculture",0,NA,474774.651395675,4688978.01570717,15,c(474774.651395675, 4688978.01570717)
"604",8168,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"60",50,"5","2 - minor damage","Animal activity",0,NA,474828.116616072,4689036.80526143,15,c(474828.116616072, 4689036.80526143)
"605",8169,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",60,"2.5","2 - minor damage","Agriculture",0,NA,474905.052918719,4689083.12376735,15,c(474905.052918719, 4689083.12376735)
"606",8170,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"45",40,"0.4","5 - extinct or near extinct","Agriculture",0,NA,474555.622214416,4687901.43371436,15,c(474555.622214416, 4687901.43371436)
"607",8172,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture",0,NA,439692.094637698,4687150.68435242,15,c(439692.094637698, 4687150.68435242)
"608",9616,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"0",NA,"0","5 - extinct or near extinct","Other",0,NA,438439.646869757,4691388.50622414,15,c(438439.646869757, 4691388.50622414)
"609",8173,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"40",35,"1","1 - pristine","No observation",0,NA,440949.440862093,4683603.25467551,15,c(440949.440862093, 4683603.25467551)
"610",9617,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",28,"3.1","4 - seriously damaged","Looting",0,NA,438344.380333857,4691530.50483403,15,c(438344.380333857, 4691530.50483403)
"611",9338,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",45,"1.2","4 - seriously damaged","Agriculture",200313,NA,438729.6171,4684384.1134,15,c(438729.6171, 4684384.1134)
"612",9071,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"50",50,"1.5","4 - seriously damaged","Construction",200315,NA,438130.0612,4680948.6004,15,c(438130.0612, 4680948.6004)
"613",8174,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",30,"1.5","3 - damaged","Agriculture",0,NA,435627.108521274,4684033.32122762,15,c(435627.108521274, 4684033.32122762)
"614",8175,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",30,"2","3 - damaged","Agriculture",0,NA,435648.470145779,4684043.17483295,15,c(435648.470145779, 4684043.17483295)
"615",8176,"Survey","Burial Mound","Annual agriculture","Pasture",NA,"45",40,"4.5","3 - damaged","Looting",0,NA,435624.39072606,4684090.16352191,15,c(435624.39072606, 4684090.16352191)
"616",8177,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"1.8","3 - damaged","Agriculture",0,NA,435619.79293138,4684136.05736726,15,c(435619.79293138, 4684136.05736726)
"617",8178,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",45,"1.5","3 - damaged","Agriculture",0,NA,435587.901976664,4684181.36782023,15,c(435587.901976664, 4684181.36782023)
"618",8402,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"28",NA,"1.9","3 - damaged","Construction",0,NA,463806.542791911,4694773.59186309,15,c(463806.542791911, 4694773.59186309)
"619",8403,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"35",NA,"2.5","2 - minor damage","Looting",0,NA,464451.604793816,4693782.67670351,15,c(464451.604793816, 4693782.67670351)
"620",8188,"Legacy verification","Burial Mound","Annual agriculture","Other",NA,"45",40,"0.8","3 - damaged","Agriculture",0,NA,475526.310742726,4697105.34964372,15,c(475526.310742726, 4697105.34964372)
"621",8189,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",30,"0.8","5 - extinct or near extinct","Agriculture",0,NA,475556.792191615,4697052.46960817,15,c(475556.792191615, 4697052.46960817)
"622",8190,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",40,"0.8","5 - extinct or near extinct","Agriculture",0,NA,475533.490422312,4697001.42122106,15,c(475533.490422312, 4697001.42122106)
"623",8191,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",35,"0.8","5 - extinct or near extinct","Agriculture",0,NA,475524.37830724,4696955.98615899,15,c(475524.37830724, 4696955.98615899)
"624",8404,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",NA,"1.5","4 - seriously damaged","Agriculture",0,NA,466158.584636192,4694384.97010522,15,c(466158.584636192, 4694384.97010522)
"625",8192,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","Agriculture",0,NA,475486.735542207,4697056.71689275,15,c(475486.735542207, 4697056.71689275)
"626",8405,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"16",NA,"0.6","4 - seriously damaged","Agriculture",0,NA,467372.373249831,4695192.97536804,15,c(467372.373249831, 4695192.97536804)
"627",8193,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"45",40,"1.2","5 - extinct or near extinct","Agriculture",0,NA,474964.138241123,4695091.62489824,15,c(474964.138241123, 4695091.62489824)
"628",8406,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",NA,"1","4 - seriously damaged","Agriculture",0,NA,467386.683622866,4693472.1281583,15,c(467386.683622866, 4693472.1281583)
"629",8194,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",12,"1.3","5 - extinct or near extinct","Looting",0,NA,474886.57991078,4693729.56500535,15,c(474886.57991078, 4693729.56500535)
"630",8195,"Survey","Burial Mound","Pasture","Pasture",NA,"35",25,"2","3 - damaged","Looting",0,NA,474950.039837147,4693798.33206361,15,c(474950.039837147, 4693798.33206361)
"631",8407,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",25,"1.75","4 - seriously damaged","Agriculture",0,NA,467427.509395241,4692353.4161171,15,c(467427.509395241, 4692353.4161171)
"632",8196,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"1.2","4 - seriously damaged","Agriculture",0,NA,475961.022265098,4693309.81798908,15,c(475961.022265098, 4693309.81798908)
"633",8197,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",NA,"40",30,"1.2","4 - seriously damaged","Agriculture",0,NA,477123.663805049,4693432.54867051,15,c(477123.663805049, 4693432.54867051)
"634",8408,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"36",NA,"2.2","3 - damaged","Agriculture",0,NA,465742.493203377,4692460.95769848,15,c(465742.493203377, 4692460.95769848)
"635",8409,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"17",NA,"0.9","4 - seriously damaged","Agriculture",0,NA,465135.186317008,4692255.80658749,15,c(465135.186317008, 4692255.80658749)
"636",8198,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"55",55,"7","4 - seriously damaged","Looting",0,NA,476467.866099051,4693934.14727623,15,c(476467.866099051, 4693934.14727623)
"637",8199,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"2","4 - seriously damaged","Agriculture",0,NA,476422.114200363,4693999.65499425,15,c(476422.114200363, 4693999.65499425)
"638",8410,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"100",NA,"0.5","3 - damaged","Agriculture",0,NA,465329.491019758,4691217.89946622,15,c(465329.491019758, 4691217.89946622)
"639",8411,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.4","3 - damaged","Agriculture",0,NA,465561.900080678,4691240.17470343,15,c(465561.900080678, 4691240.17470343)
"640",8412,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",NA,"0.3","5 - extinct or near extinct","Agriculture",0,NA,465599.973316999,4691255.07768762,15,c(465599.973316999, 4691255.07768762)
"641",8413,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",NA,"0.3","5 - extinct or near extinct","Agriculture",0,NA,466625.827586494,4690981.26710154,15,c(466625.827586494, 4690981.26710154)
"642",8414,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.15","3 - damaged","Agriculture",0,NA,466686.795262869,4690917.58129483,15,c(466686.795262869, 4690917.58129483)
"643",9400,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"1.8","2 - minor damage","Agriculture",200115,"Kocomova mogila",440587.1914,4699462.7558,15,c(440587.1914, 4699462.7558)
"644",8200,"Legacy verification","Burial Mound","Forest","Forest",NA,"10",10,"0.5","5 - extinct or near extinct","Looting",0,NA,465549.260082728,4680307.70329067,15,c(465549.260082728, 4680307.70329067)
"645",8415,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"13",10,"1.1","3 - damaged","Post-depositional",0,NA,463604.964854087,4683891.41726187,15,c(463604.964854087, 4683891.41726187)
"646",8416,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","5 - extinct or near extinct","Excavation",0,NA,463808.783460374,4684141.28231468,15,c(463808.783460374, 4684141.28231468)
"647",8417,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","5 - extinct or near extinct","Excavation",0,NA,463807.539352061,4684147.75226206,15,c(463807.539352061, 4684147.75226206)
"648",8201,"Legacy verification","Surface Scatter","Forest","Forest",NA,"45",45,"8","2 - minor damage","Looting",0,NA,467209.7447859,4680938.93440099,15,c(467209.7447859, 4680938.93440099)
"649",8202,"Legacy verification","Burial Mound","Forest","Scrub",NA,"45",45,"5","2 - minor damage","Looting",0,NA,467157.104467315,4681008.07552406,15,c(467157.104467315, 4681008.07552406)
"650",8418,"Legacy verification","Surface Scatter","Pasture","Pasture",NA,"100",NA,"1","2 - minor damage","Agriculture",0,NA,463431.326909639,4684394.59920619,15,c(463431.326909639, 4684394.59920619)
"651",8203,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",45,"1.8","4 - seriously damaged","Agriculture",0,NA,467847.807411494,4681081.7997749,15,c(467847.807411494, 4681081.7997749)
"652",8204,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"30",20,"1.2","3 - damaged","Looting",0,NA,464997.15313371,4686969.21229903,15,c(464997.15313371, 4686969.21229903)
"653",8419,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"100",NA,"0","3 - damaged","Agriculture",0,NA,463390.520466057,4684641.72561616,15,c(463390.520466057, 4684641.72561616)
